,教科等,学習指導要領テキスト
3688,特別活動,"１　目標
学級や学校での生活をよりよくするための課題を見いだし，解決するために話し合い，合意形成し，役割を分担して協力して実践したり，学級での話合いを生かして自己の課題の解決及び将来の生き方を描くために意思決定して実践したりすることに，自主的，実践的に取り組むことを通して，第１の目標に掲げる資質・能力を育成することを目指す。"
3689,特別活動,"２　内容
１の資質・能力を育成するため，全ての学年において，次の各活動を通して，それぞれの活動の意義及び活動を行う上で必要となることについて理解し，主体的に考えて実践できるよう指導する。"
3690,特別活動,(1) 学級や学校における生活づくりへの参画
3691,特別活動,"ア　学級や学校における生活上の諸問題の解決
学級や学校における生活をよりよくするための課題を見いだし，解決するために話し合い，合意形成を図り，実践すること。"
3692,特別活動,"イ　学級内の組織づくりや役割の自覚
学級生活の充実や向上のため，児童が主体的に組織をつくり，役割を自覚しながら仕事を分担して，協力し合い実践すること。"
3693,特別活動,"ウ　学校における多様な集団の生活の向上
児童会など学級の枠を超えた多様な集団における活動や学校行事を通して学校生活の向上を図るため，学級としての提案や取組を話し合って決めること。"
3694,特別活動,(2) 日常の生活や学習への適応と自己の成長及び健康安全
3695,特別活動,"ア　基本的な生活習慣の形成
身の回りの整理や挨拶などの基本的な生活習慣を身に付け，節度ある生活にすること。"
3696,特別活動,"イ　よりよい人間関係の形成
学級や学校の生活において互いのよさを見付け，違いを尊重し合い，仲よくしたり信頼し合ったりして生活すること。"
3697,特別活動,"ウ　心身ともに健康で安全な生活態度の形成
現在及び生涯にわたって心身の健康を保持増進することや，事件や事故，災害等から身を守り安全に行動すること。"
3698,特別活動,"エ　食育の観点を踏まえた学校給食と望ましい食習慣の形成
給食の時間を中心としながら，健康によい食事のとり方など，望ましい食習慣の形成を図るとともに，食事を通して人間関係をよりよくすること。"
3699,特別活動,(3) 一人一人のキャリア形成と自己実現
3700,特別活動,"ア　現在や将来に希望や目標をもって生きる意欲や態度の形成
学級や学校での生活づくりに主体的に関わり,自己を生かそうとするとともに，希望や目標をもち，その実現に向けて日常の生活をよりよくしようとすること。"
3701,特別活動,"イ　社会参画意識の醸成や働くことの意義の理解
清掃などの当番活動や係活動等の自己の役割を自覚して協働することの意義を理解し，社会の一員として役割を果たすために必要となることについて主体的に考えて行動すること。"
3702,特別活動,"ウ　主体的な学習態度の形成と学校図書館等の活用
学ぶことの意義や現在及び将来の学習と自己実現とのつながりを考えたり，自主的に学習する場としての学校図書館等を活用したりしながら，学習の見通しを立て，振り返ること。"
3703,特別活動,３　内容の取扱い
3704,特別活動,(1) 指導に当たっては，各学年段階で特に次の事項に配慮すること。
3705,特別活動,"〔第１学年及び第２学年〕
話合いの進め方に沿って，自分の意見を発表したり，他者の意見をよく聞いたりして，合意形成して実践することのよさを理解すること。基本的な生活習慣や，約束やきまりを守ることの大切さを理解して行動し，生活をよくするための目標を決めて実行すること。"
