教科等,No,学習指導要領テキスト,学習指導要領コード
体育,3165,ア　体の発育・発達について理解すること。,82G0243721000000
体育,3166,(ｱ) 体は，年齢に伴って変化すること。また，体の発育・発達には，個人差があること。,82G0243721100000
体育,3167,(ｲ) 体は，思春期になると次第に大人の体に近づき，体つきが変わったり，初経，精通などが起こったりすること。また，異性への関心が芽生えること。,82G0243721200000
体育,3168,(ｳ) 体をよりよく発育・発達させるには，適切な運動，食事，休養及び睡眠が必要であること。,82G0243721300000
体育,3169,イ　体がよりよく発育・発達するために，課題を見付け，その解決に向けて考え，それを表現すること。,82G0243722000000
体育,3170,３　内容の取扱い,82G02C5000000000
体育,3171,(1) 内容の「Ａ体つくり運動」については，２学年間にわたって指導するものとする。,82G02C5100000000
体育,3172,(2) 内容の「Ｃ走・跳の運動」については，児童の実態に応じて投の運動を加えて指導することができる。,82G02C5200000000
体育,3173,(3) 内容の「Ｅゲーム」の(1)のアについては，味方チームと相手チームが入り交じって得点を取り合うゲーム及び陣地を取り合うゲームを取り扱うものとする。,82G02C5300000000
体育,3174,(4) 内容の「Ｆ表現運動」の(1)については，学校や地域の実態に応じてフォークダンスを加えて指導することができる。,82G02C5400000000
体育,3175,(5) 内容の「Ｇ保健」については，(1)を第３学年，(2)を第４学年で指導するものとする。,82G02C5500000000
体育,3176,(6) 内容の「Ｇ保健」の(1)については，学校でも，健康診断や学校給食など様々な活動が行われていることについて触れるものとする。,82G02C5600000000
体育,3177,(7) 内容の「Ｇ保健」の(2)については，自分と他の人では発育・発達などに違いがあることに気付き，それらを肯定的に受け止めることが大切であることについて触れるものとする。,82G02C5700000000
体育,3178,(8) 各領域の各内容については，運動と健康が密接に関連していることについての具体的な考えがもてるよう指導すること。,82G02C5800000000
体育,3179,〔第５学年及び第６学年〕,82G02D0000000000
体育,3180,１　目標　,82G02D2000000000
体育,3181,(1) 各種の運動の楽しさや喜びを味わい，その行い方及び心の健康やけがの防止，病気の予防について理解するとともに，各種の運動の特性に応じた基本的な技能及び健康で安全な生活を営むための技能を身に付けるようにする。,82G02D2100000000
体育,3182,(2) 自己やグループの運動の課題や身近な健康に関わる課題を見付け，その解決のための方法や活動を工夫するとともに，自己や仲間の考えたことを他者に伝える力を養う。,82G02D2200000000
体育,3183,(3) 各種の運動に積極的に取り組み，約束を守り助け合って運動をしたり，仲間の考えや取組を認めたり，場や用具の安全に留意したりし，自己の最善を尽くして運動をする態度を養う。また，健康・安全の大切さに気付き，自己の健康の保持増進や回復に進んで取り組む態度を養う。,82G02D2300000000
体育,3184,２　内容,82G02D3000000000
体育,3185,"Ａ　体つくり運動
体つくり運動について，次の事項を身に付けることができるよう指導する。",82G02D3100000000
体育,3186,(1) 次の運動の楽しさや喜びを味わい，その行い方を理解するとともに，体を動かす心地よさを味わったり，体の動きを高めたりすること。,82G02D3110000000
体育,3187,ア　体ほぐしの運動では，手軽な運動を行い，心と体との関係に気付いたり，仲間と関わり合ったりすること。,82G02D3111000000
体育,3188,イ　体の動きを高める運動では，ねらいに応じて，体の柔らかさ，巧みな動き，力強い動き，動きを持続する能力を高めるための運動をすること。,82G02D3112000000
体育,3189,(2) 自己の体の状態や体力に応じて，運動の行い方を工夫するとともに，自己や仲間の考えたことを他者に伝えること。,82G02D3120000000
体育,3190,(3) 運動に積極的に取り組み，約束を守り助け合って運動をしたり，仲間の考えや取組を認めたり，場や用具の安全に気を配ったりすること。,82G02D3130000000
体育,3191,"Ｂ　器械運動
器械運動について，次の事項を身に付けることができるよう指導する。",82G02D3200000000
体育,3192,(1) 次の運動の楽しさや喜びを味わい，その行い方を理解するとともに，その技を身に付けること。,82G02D3210000000
体育,3193,ア　マット運動では，回転系や巧技系の基本的な技を安定して行ったり，その発展技を行ったり，それらを繰り返したり組み合わせたりすること。,82G02D3211000000
体育,3194,イ　鉄棒運動では，支持系の基本的な技を安定して行ったり，その発展技を行ったり，それらを繰り返したり組み合わせたりすること。,82G02D3212000000
体育,3195,ウ　跳び箱運動では，切り返し系や回転系の基本的な技を安定して行ったり，その発展技を行ったりすること。,82G02D3213000000
体育,3196,(2) 自己の能力に適した課題の解決の仕方や技の組み合わせ方を工夫するとともに，自己や仲間の考えたことを他者に伝えること。,82G02D3220000000
体育,3197,(3) 運動に積極的に取り組み，約束を守り助け合って運動をしたり，仲間の考えや取組を認めたり，場や器械・器具の安全に気を配ったりすること。,82G02D3230000000
体育,3198,"Ｃ　陸上運動
陸上運動について，次の事項を身に付けることができるよう指導する。",82G02D3300000000
体育,3199,(1) 次の運動の楽しさや喜びを味わい，その行い方を理解するとともに，その技能を身に付けること。,82G02D3310000000
体育,3200,ア　短距離走・リレーでは，一定の距離を全力で走ったり，滑らかなバトンの受渡しをしたりすること。,82G02D3311000000
体育,3201,イ　ハードル走では，ハードルをリズミカルに走り越えること。,82G02D3312000000
体育,3202,ウ　走り幅跳びでは，リズミカルな助走から踏み切って跳ぶこと。,82G02D3313000000
体育,3203,エ　走り高跳びでは，リズミカルな助走から踏み切って跳ぶこと。,82G02D3314000000
